type,name,damage,element_buildup,element_type,affinity_mod,defense_mod,special,skills,level_1_decoration_slots,level_2_decoration_slots,level_3_decoration_slots,sharpness_base_red,sharpness_base_orange,sharpness_base_yellow,sharpness_base_green,sharpness_base_blue,sharpness_base_white,sharpness_base_purple,sharpness_max_red,sharpness_max_orange,sharpness_max_yellow,sharpness_max_green,sharpness_max_blue,sharpness_max_white,sharpness_max_purple
Heavy Bowgun,Chata Sheller IV,210,0,N/A,0,15,Wyvernpiercer IgnitionWyvernblast Ignition,Opening Shot +3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Power Stinger,120,0,N/A,+5,0,Wyvernheart IgnitionWyverncounter Ignition,Special Ammo Boost +1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Power Stinger II,170,0,N/A,+5,0,Wyvernheart IgnitionWyverncounter Ignition,"Special Ammo Boost +1,Opening Shot +1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Wild Stinger,220,0,N/A,+5,0,Wyvernheart IgnitionWyverncounter Ignition,"Special Ammo Boost +2,Opening Shot +1",3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Uth Dalgap I,160,0,N/A,-15,0,Wyvernheart IgnitionWyverncounter Ignition,Tetrad Shot +2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Uth Dalgap II,190,0,N/A,-15,0,Wyvernheart IgnitionWyverncounter Ignition,Tetrad Shot +2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Uth Dalgap III,220,0,N/A,-15,0,Wyvernheart IgnitionWyverncounter Ignition,Tetrad Shot +3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Dalgap-of-the-Waves,240,0,N/A,-15,0,Wyvernheart IgnitionWyverncounter Ignition,Tetrad Shot +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Rompo Sniper I,140,0,N/A,0,0,Wyvernpiercer IgnitionWyvernblast Ignition,Guard Up +2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Rompo Sniper II,170,0,N/A,0,0,Wyvernpiercer IgnitionWyvernblast Ignition,Guard Up +2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Rompo Sniper III,200,0,N/A,0,0,Wyvernpiercer IgnitionWyvernblast Ignition,Guard Up +3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Rompo Latrotox,220,0,N/A,0,0,Wyvernpiercer IgnitionWyvernblast Ignition,Guard Up +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Ner Bustergun I,120,0,N/A,+10,0,Wyvernheart IgnitionWyverncounter Ignition,"Offensive Guard +1,Guard +1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Ner Bustergun II,150,0,N/A,+15,0,Wyvernheart IgnitionWyverncounter Ignition,"Offensive Guard +1,Guard +1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Ner Bustergun III,180,0,N/A,+15,0,Wyvernheart IgnitionWyverncounter Ignition,"Offensive Guard +2,Guard +1",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Buster Blaster,200,0,N/A,+15,0,Wyvernheart IgnitionWyverncounter Ignition,"Offensive Guard +2,Guard +1",3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Nu Muneo I,170,0,N/A,-15,0,Wyvernpiercer IgnitionWyvernblast Ignition,Opening Shot +2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Nu Muneo II,210,0,N/A,-15,0,Wyvernpiercer IgnitionWyvernblast Ignition,Opening Shot +3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Abaddonian Muneo,230,0,N/A,-15,0,Wyvernpiercer IgnitionWyvernblast Ignition,Opening Shot +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Jin Dhaphal I,190,0,N/A,0,0,Wyvernpiercer IgnitionWyvernblast Ignition,Guard +3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Precipice Malmiam,210,0,N/A,0,0,Wyvernpiercer IgnitionWyvernblast Ignition,Guard +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Iron Assault I,120,0,N/A,0,0,Wyvernpiercer IgnitionWyvernblast Ignition,Tetrad Shot +1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Iron Assault II,160,0,N/A,0,0,Wyvernpiercer IgnitionWyvernblast Ignition,Tetrad Shot +2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Iron Assault III,190,0,N/A,0,0,Wyvernpiercer IgnitionWyvernblast Ignition,Tetrad Shot +3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Steel Assault,220,0,N/A,0,0,Wyvernpiercer IgnitionWyvernblast Ignition,Tetrad Shot +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Bone Shooter I,110,0,N/A,0,0,Wyvernheart IgnitionWyverncounter Ignition,Guard +1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Bone Shooter II,130,0,N/A,0,0,Wyvernheart IgnitionWyverncounter Ignition,"Guard +1,Attack Boost +1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Bone Shooter III,170,0,N/A,0,0,Wyvernheart IgnitionWyverncounter Ignition,"Guard +2,Attack Boost +1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Bone Shooter IV,200,0,N/A,0,0,Wyvernheart IgnitionWyverncounter Ignition,"Guard +3,Attack Boost +1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Heavy Shooter,230,0,N/A,0,0,Wyvernheart IgnitionWyverncounter Ignition,"Guard +3,Attack Boost +1",3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Yian Kut-Ku Cannon I,180,0,N/A,0,0,Wyvernpiercer IgnitionWyvernblast Ignition,Slugger +2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Yian Kut-Ku Cannon II,210,0,N/A,0,0,Wyvernpiercer IgnitionWyvernblast Ignition,Slugger +3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Super Kut-Ku Cannon,220,0,N/A,0,0,Wyvernpiercer IgnitionWyvernblast Ignition,Slugger +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Tankmage I,180,0,N/A,0,0,Wyvernheart IgnitionWyverncounter Ignition,Guard +2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Tankmage II,200,0,N/A,0,0,Wyvernheart IgnitionWyverncounter Ignition,Guard +3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Tanksorcerer,230,0,N/A,0,0,Wyvernheart IgnitionWyverncounter Ignition,Guard +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Queen's Longfire I,160,0,N/A,+15,0,Wyvernheart IgnitionWyverncounter Ignition,"Tetrad Shot +2,Poison Duration Up +1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Queen's Longfire II,190,0,N/A,+15,0,Wyvernheart IgnitionWyverncounter Ignition,"Tetrad Shot +3,Poison Duration Up +1",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Queen's Farflier,210,0,N/A,+15,0,Wyvernheart IgnitionWyverncounter Ignition,"Tetrad Shot +3,Poison Duration Up +1",3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Grounding Fulgur I,180,0,N/A,+15,0,Wyvernheart IgnitionWyverncounter Ignition,Critical Element +3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Fulgurblast Guardiana,210,0,N/A,+15,0,Wyvernheart IgnitionWyverncounter Ignition,Critical Element +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Gravios Howl I,210,0,N/A,-15,30,Wyvernpiercer IgnitionWyvernblast Ignition,Guard Up +3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Gravios Gigahowl,240,0,N/A,-15,30,Wyvernpiercer IgnitionWyvernblast Ignition,Guard Up +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Tödlicher Abzug I,180,0,N/A,+20,0,Wyvernheart IgnitionWyverncounter Ignition,Critical Element +3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Ableben Abzug,200,0,N/A,+20,0,Wyvernheart IgnitionWyverncounter Ignition,Critical Element +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,G. Veldian Tormentum I,170,0,N/A,-10,0,Wyvernpiercer IgnitionWyvernblast Ignition,Tetrad Shot +2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,G. Veldian Tormentum II,210,0,N/A,-10,0,Wyvernpiercer IgnitionWyvernblast Ignition,Tetrad Shot +2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,G. Aeternal Palamedes,240,0,N/A,-10,0,Wyvernpiercer IgnitionWyvernblast Ignition,Tetrad Shot +2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Veldian Tormentum I,200,0,N/A,0,0,Wyvernpiercer IgnitionWyvernblast Ignition,Tetrad Shot +3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Artian Sheller I,170,0,N/A,+5,0,Wyvernpiercer IgnitionWyvernblast Ignition,,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Artian Sheller II,180,0,N/A,+5,0,Wyvernpiercer IgnitionWyvernblast Ignition,,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Greifen,190,0,N/A,+5,0,Wyvernpiercer IgnitionWyvernblast Ignition,,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Esperanza Cannon,210,0,N/A,0,0,Wyvernheart IgnitionWyverncounter Ignition,"Ballistics +3,Critical Eye +1",3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Shrouded Muktana,230,0,N/A,0,15,Wyvernpiercer IgnitionWyvernblast Ignition,Opening Shot +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy Bowgun,Aeternal Palamedes,220,0,N/A,0,0,Wyvernpiercer IgnitionWyvernblast Ignition,Tetrad Shot +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Hope Rifle I,90,0,N/A,0,0,Wyvernblast,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Hope Rifle II,100,0,N/A,0,0,Wyvernblast,Ballistics +1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Hope Rifle III,130,0,N/A,0,0,Wyvernblast,"Ballistics +1,Critical Eye +1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Hope Rifle IV,160,0,N/A,0,0,Wyvernblast,"Ballistics +2,Critical Eye +1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Hope Rifle V,190,0,N/A,0,0,Wyvernblast,"Ballistics +3,Critical Eye +1",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Kut-Ku Anger I,180,0,N/A,0,0,Adhesive Ammo,Ballistics +2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Kut-Ku Anger II,210,0,N/A,0,0,Adhesive Ammo,Ballistics +3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Kut-Ku Counterattack,220,0,N/A,0,0,Adhesive Ammo,Ballistics +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Fäulnisschleuder I,180,0,N/A,+20,0,Wyvernblast,Critical Element +3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Wahnschleuder,200,0,N/A,+20,0,Wyvernblast,Critical Element +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Rey Szelatya I,140,0,N/A,0,0,Adhesive Ammo,"Opening Shot +1,Slugger +1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Rey Szelatya II,170,0,N/A,0,0,Adhesive Ammo,"Opening Shot +1,Slugger +1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Rey Szelatya III,200,0,N/A,0,0,Adhesive Ammo,"Opening Shot +2,Slugger +1",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Szelatya Clairgun,220,0,N/A,0,0,Adhesive Ammo,"Opening Shot +2,Slugger +1",3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Dosha Faithbreaker I,140,0,N/A,-5,20,Wyvernblast,Opening Shot +1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Dosha Faithbreaker II,180,0,N/A,-5,20,Wyvernblast,Opening Shot +2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Dosha Faithbreaker III,210,0,N/A,-5,20,Wyvernblast,Opening Shot +3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Dosha Gigasbreaker I,190,0,N/A,-15,0,Adhesive Ammo,Slugger +2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Dosha Gigasbreaker II,220,0,N/A,-15,0,Adhesive Ammo,Slugger +3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Gigasbreaker Urbolkule,250,0,N/A,-15,0,Adhesive Ammo,Slugger +3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Chain Blitz I,120,0,N/A,0,0,Wyvernblast,Tetrad Shot +1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Chain Blitz II,160,0,N/A,0,0,Wyvernblast,Tetrad Shot +2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Chain Blitz III,190,0,N/A,0,0,Wyvernblast,Tetrad Shot +2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,High Chain Blitz,220,0,N/A,0,0,Wyvernblast,Tetrad Shot +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Titan Launcher I,210,0,N/A,-15,30,Adhesive Ammo,Special Ammo Boost +2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Titan Panzer,240,0,N/A,-15,30,Adhesive Ammo,Special Ammo Boost +2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,G. Rathling Gun I,160,0,N/A,+15,0,Wyvernblast,"Critical Element +1,Ballistics +1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,G. Rathling Gun II,180,0,N/A,+15,0,Wyvernblast,"Critical Element +2,Ballistics +1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,White Rathling Phoenix,210,0,N/A,+15,0,Wyvernblast,"Critical Element +2,Ballistics +1",3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Rathling Gun I,180,0,N/A,+10,0,Adhesive Ammo,Critical Boost +3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Rathling Phoenix,200,0,N/A,+10,0,Adhesive Ammo,Critical Boost +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Assault Conga I,120,0,N/A,+5,0,Adhesive Ammo,Special Ammo Boost +1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Assault Conga II,170,0,N/A,+5,0,Adhesive Ammo,"Special Ammo Boost +1,Opening Shot +1",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Combat Conga,220,0,N/A,+5,0,Adhesive Ammo,"Special Ammo Boost +2,Opening Shot +1",3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Tail String I,200,0,N/A,-10,0,Wyvernblast,Opening Shot +3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Tail Catapult,230,0,N/A,-10,0,Wyvernblast,Opening Shot +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Valkyrie Fire I,160,0,N/A,+15,0,Wyvernblast,"Tetrad Shot +2,Poison Duration Up +1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Valkyrie Fire II,190,0,N/A,+15,0,Wyvernblast,"Tetrad Shot +3,Poison Duration Up +1",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Valkyrie Flame,210,0,N/A,+15,0,Wyvernblast,"Tetrad Shot +3,Poison Duration Up +1",3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Hunter's Rifle I,110,0,N/A,0,0,Adhesive Ammo,Opening Shot +1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Hunter's Rifle II,130,0,N/A,0,0,Adhesive Ammo,"Opening Shot +1,Attack Boost +1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Hunter's Rifle III,170,0,N/A,0,0,Adhesive Ammo,"Opening Shot +2,Attack Boost +1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Hunter's Rifle IV,200,0,N/A,0,0,Adhesive Ammo,"Opening Shot +3,Attack Boost +1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Power Rifle,230,0,N/A,0,0,Adhesive Ammo,"Opening Shot +3,Attack Boost +1",3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Felling Fulgur I,180,0,N/A,+15,0,Adhesive Ammo,Critical Element +3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Fulgursnipe Guardiana,210,0,N/A,+15,0,Adhesive Ammo,Critical Element +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Chthonian Gunfire I,140,0,N/A,+10,0,Adhesive Ammo,Tetrad Shot +2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Chthonian Gunfire II,170,0,N/A,+10,0,Adhesive Ammo,Tetrad Shot +3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Bequeathed Animus,210,0,N/A,+10,0,Adhesive Ammo,Tetrad Shot +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Ajara Shellgun I,130,0,N/A,+10,0,Adhesive Ammo,Artillery +2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Ajara Shellgun II,180,0,N/A,+10,0,Adhesive Ammo,Artillery +3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Ajara-Angaja,210,0,N/A,+10,0,Adhesive Ammo,Artillery +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Nu Chobotnice I,170,0,N/A,-15,0,Wyvernblast,Opening Shot +2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Nu Chobotnice II,210,0,N/A,-15,0,Wyvernblast,Opening Shot +3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Abaddonian Chobotnice,230,0,N/A,-15,0,Wyvernblast,Opening Shot +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Windshear Light I,140,0,N/A,0,0,Wyvernblast,"Tetrad Shot +2,Airborne +1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Windshear Light II,170,0,N/A,0,0,Wyvernblast,"Tetrad Shot +2,Airborne +1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Windshear Light III,200,0,N/A,0,0,Wyvernblast,"Tetrad Shot +3,Airborne +1",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Windshear Uchibami,220,0,N/A,0,0,Wyvernblast,"Tetrad Shot +3,Airborne +1",3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,G. Veldian Impetum I,160,0,N/A,-10,0,Wyvernblast,Opening Shot +2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,G. Veldian Impetum II,200,0,N/A,-10,0,Wyvernblast,Opening Shot +2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,G. Expiating Caius,230,0,N/A,-10,0,Wyvernblast,Opening Shot +2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Veldian Impetum I,180,0,N/A,0,0,Adhesive Ammo,Opening Shot +3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Artian Blaster I,170,0,N/A,+5,0,Adhesive Ammo,,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Artian Blaster II,180,0,N/A,+5,0,Adhesive Ammo,,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Animilater,190,0,N/A,+5,0,Adhesive Ammo,,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Esperanza Rifle,210,0,N/A,0,0,Wyvernblast,"Ballistics +3,Critical Eye +1",3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Faithbreaker Leibolkule,240,0,N/A,-5,20,Wyvernblast,Opening Shot +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light Bowgun,Expiating Caius,200,0,N/A,0,0,Adhesive Ammo,Opening Shot +3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
